row_index,column_index,embedding,biomarker,digitized_correlation,value_status,value_interval,significant_visible,fill_rgb,palette_pixel_y,palette_distance_rgb,cell_left_pixel,cell_top_pixel,cell_right_pixel,cell_bottom_pixel,status
5,18,Z7,NPTX2,-0.14109589041095894,numeric,null,True,"146,180,254",224,1.7320508075688772,656,157,687,177,candidate_visible_geometry
5,19,Z7,PDGFRB,0.16849315068493148,numeric,null,True,"241,141,111",111,1.0,688,157,719,177,candidate_visible_geometry
5,20,Z7,S100,0.19589041095890408,numeric,null,True,"233,120,93",101,2.449489742783178,720,157,751,177,candidate_visible_geometry
6,0,Z4,Age,0.20684931506849313,numeric,null,True,"229,112,88",97,1.0,82,178,113,198,candidate_visible_geometry
6,1,Z4,Sex,-0.14109589041095894,numeric,null,True,"146,180,254",224,1.7320508075688772,114,178,145,198,candidate_visible_geometry
6,2,Z4,MMSE,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,146,178,177,198,candidate_visible_geometry
6,3,Z4,Aβ42/Aβ40,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,178,178,209,198,candidate_visible_geometry
6,4,Z4,pTau-217,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,210,178,241,198,candidate_visible_geometry
6,5,Z4,TauPET,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,242,178,273,198,candidate_visible_geometry
6,6,Z4,ADSignCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,274,178,305,198,candidate_visible_geometry
6,7,Z4,WholeBrainCT,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,305,178,336,198,candidate_visible_geometry
6,8,Z4,VentricleVol,0.23972602739726026,numeric,null,True,"215,84,69",85,2.0,337,178,368,198,candidate_visible_geometry
6,9,Z4,WMH,0.19041095890410958,numeric,null,True,"235,125,98",103,1.4142135623730951,369,178,400,198,candidate_visible_geometry
6,10,Z4,UPDRS,0.16849315068493148,numeric,null,False,"241,141,111",111,1.0,401,178,432,198,candidate_visible_geometry
6,11,Z4,SAA,0.19041095890410958,numeric,null,True,"235,125,98",103,1.4142135623730951,433,178,464,198,candidate_visible_geometry
6,12,Z4,GFAP,0.27534246575342464,numeric,null,True,"195,46,49",72,1.7320508075688772,465,178,496,198,candidate_visible_geometry
6,13,Z4,NFL,0.22328767123287668,numeric,null,True,"221,95,75",91,2.23606797749979,497,178,528,198,candidate_visible_geometry
6,14,Z4,YKL40,0.19863013698630136,numeric,null,True,"231,116,91",100,1.4142135623730951,528,178,559,198,candidate_visible_geometry
6,15,Z4,sTREM2,0.1465753424657534,numeric,null,True,"245,156,125",119,1.0,560,178,591,198,candidate_visible_geometry
6,16,Z4,SYT1,0.11095890410958903,numeric,null,True,"247,177,148",132,1.7320508075688772,592,178,623,198,candidate_visible_geometry
6,17,Z4,SNAP25,0.28904109589041094,numeric,null,True,"187,27,44",67,3.3166247903554,624,178,655,198,candidate_visible_geometry
6,18,Z4,NPTX2,-0.20410958904109594,numeric,null,True,"110,144,242",247,1.4142135623730951,656,178,687,198,candidate_visible_geometry
6,19,Z4,PDGFRB,0.03698630136986297,numeric,null,False,"234,213,201",159,1.7320508075688772,688,178,719,198,candidate_visible_geometry
6,20,Z4,S100,0.13561643835616438,numeric,null,True,"246,162,131",123,2.0,720,178,751,198,candidate_visible_geometry
7,0,Z23,Age,0.0780821917808219,numeric,null,True,"245,194,170",144,1.0,82,199,113,219,candidate_visible_geometry
7,1,Z23,Sex,-0.08356164383561643,numeric,null,True,"178,204,251",203,1.4142135623730951,114,199,145,219,candidate_visible_geometry
7,2,Z23,MMSE,-0.2726027397260274,numeric,null,True,"73,97,210",272,1.4142135623730951,146,199,177,219,candidate_visible_geometry
7,3,Z23,Aβ42/Aβ40,0.19589041095890408,numeric,null,True,"233,120,93",101,2.449489742783178,178,199,209,219,candidate_visible_geometry
7,4,Z23,pTau-217,0.2452054794520548,numeric,null,True,"212,78,65",83,1.7320508075688772,210,199,241,219,candidate_visible_geometry
7,5,Z23,TauPET,0.2643835616438356,numeric,null,True,"202,59,55",76,3.3166247903554,242,199,273,219,candidate_visible_geometry
7,6,Z23,ADSignCT,-0.2342465753424658,numeric,null,True,"90,120,228",258,2.23606797749979,274,199,305,219,candidate_visible_geometry
7,7,Z23,WholeBrainCT,-0.2123287671232877,numeric,null,True,"104,138,239",250,2.23606797749979,305,199,336,219,candidate_visible_geometry
7,8,Z23,VentricleVol,0.15753424657534246,numeric,null,True,"243,148,117",115,1.0,337,199,368,219,candidate_visible_geometry
7,9,Z23,WMH,0.08630136986301368,numeric,null,True,"246,190,164",141,1.4142135623730951,369,199,400,219,candidate_visible_geometry
7,10,Z23,UPDRS,0.16301369863013698,numeric,null,False,"242,144,114",113,0.0,401,199,432,219,candidate_visible_geometry
7,11,Z23,SAA,0.13013698630136986,numeric,null,True,"247,166,136",125,1.0,433,199,464,219,candidate_visible_geometry
7,12,Z23,GFAP,0.16849315068493148,numeric,null,True,"241,141,111",111,1.0,465,199,496,219,candidate_visible_geometry
7,13,Z23,NFL,0.16301369863013698,numeric,null,True,"242,144,114",113,0.0,497,199,528,219,candidate_visible_geometry
7,14,Z23,YKL40,0.11095890410958903,numeric,null,True,"247,177,148",132,1.7320508075688772,528,199,559,219,candidate_visible_geometry
7,15,Z23,sTREM2,0.0506849315068493,numeric,null,False,"239,206,189",154,1.4142135623730951,560,199,591,219,candidate_visible_geometry
7,16,Z23,SYT1,0.009589041095890372,numeric,null,False,"223,219,217",169,1.0,592,199,623,219,candidate_visible_geometry
7,17,Z23,SNAP25,0.1465753424657534,numeric,null,True,"245,157,126",119,1.7320508075688772,624,199,655,219,candidate_visible_geometry
7,18,Z23,NPTX2,-0.152054794520548,numeric,null,True,"139,173,253",228,2.23606797749979,656,199,687,219,candidate_visible_geometry
7,19,Z23,PDGFRB,-0.009589041095890427,numeric,null,False,"216,220,226",176,1.7320508075688772,688,199,719,219,candidate_visible_geometry
7,20,Z23,S100,0.09726027397260273,numeric,null,True,"247,185,158",137,2.23606797749979,720,199,751,219,candidate_visible_geometry
8,0,Z22,Age,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,82,219,113,239,candidate_visible_geometry
8,1,Z22,Sex,0.06712328767123285,numeric,null,True,"243,200,178",148,1.4142135623730951,114,219,145,239,candidate_visible_geometry
8,2,Z22,MMSE,0.2780821917808219,numeric,null,True,"193,43,48",71,2.449489742783178,146,219,177,239,candidate_visible_geometry
8,3,Z22,Aβ42/Aβ40,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,178,219,209,239,candidate_visible_geometry
8,4,Z22,pTau-217,-0.29178082191780824,numeric,null,True,"63,83,198",279,3.0,210,219,241,239,candidate_visible_geometry
8,5,Z22,TauPET,-0.2835616438356165,numeric,null,True,"66,87,201",276,2.23606797749979,242,219,273,239,candidate_visible_geometry
8,6,Z22,ADSignCT,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,274,219,305,239,candidate_visible_geometry
8,7,Z22,WholeBrainCT,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,305,219,336,239,candidate_visible_geometry
8,8,Z22,VentricleVol,-0.2726027397260274,numeric,null,True,"73,97,210",272,1.4142135623730951,337,219,368,239,candidate_visible_geometry
8,9,Z22,WMH,-0.2342465753424658,numeric,null,True,"91,122,229",258,1.0,369,219,400,239,candidate_visible_geometry
8,10,Z22,UPDRS,-0.10273972602739728,numeric,null,False,"169,198,253",210,2.23606797749979,401,219,432,239,candidate_visible_geometry
8,11,Z22,SAA,-0.08356164383561643,numeric,null,True,"178,204,251",203,1.4142135623730951,433,219,464,239,candidate_visible_geometry
8,12,Z22,GFAP,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,465,219,496,239,candidate_visible_geometry
8,13,Z22,NFL,-0.2123287671232877,numeric,null,True,"102,135,237",250,2.8284271247461903,497,219,528,239,candidate_visible_geometry
8,14,Z22,YKL40,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,528,219,559,239,candidate_visible_geometry
8,15,Z22,sTREM2,-0.27534246575342464,numeric,null,True,"69,92,206",273,0.0,560,219,591,239,candidate_visible_geometry
8,16,Z22,SYT1,-0.22602739726027404,numeric,null,True,"97,128,233",255,1.7320508075688772,592,219,623,239,candidate_visible_geometry
8,17,Z22,SNAP25,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,624,219,655,239,candidate_visible_geometry
8,18,Z22,NPTX2,0.12191780821917808,numeric,null,True,"247,172,142",128,2.23606797749979,656,219,687,239,candidate_visible_geometry
8,19,Z22,PDGFRB,-0.1794520547945206,numeric,null,True,"123,159,249",238,1.4142135623730951,688,219,719,239,candidate_visible_geometry
8,20,Z22,S100,-0.17123287671232879,numeric,null,True,"128,163,250",235,1.4142135623730951,720,219,751,239,candidate_visible_geometry
9,0,Z30,Age,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,82,240,113,260,candidate_visible_geometry
9,1,Z30,Sex,0.15205479452054793,numeric,null,True,"243,151,120",117,1.4142135623730951,114,240,145,260,candidate_visible_geometry
9,2,Z30,MMSE,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,146,240,177,260,candidate_visible_geometry
9,3,Z30,Aβ42/Aβ40,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,178,240,209,260,candidate_visible_geometry
9,4,Z30,pTau-217,-0.2835616438356165,numeric,null,True,"66,87,201",276,2.23606797749979,210,240,241,260,candidate_visible_geometry
9,5,Z30,TauPET,-0.2780821917808219,numeric,null,True,"68,90,204",274,2.0,242,240,273,260,candidate_visible_geometry
9,6,Z30,ADSignCT,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,274,240,305,260,candidate_visible_geometry
9,7,Z30,WholeBrainCT,0.3,clipped_high,"[0.3, null]",True,"180,4,38",63,5.0990195135927845,305,240,336,260,candidate_visible_geometry
9,8,Z30,VentricleVol,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,337,240,368,260,candidate_visible_geometry
9,9,Z30,WMH,-0.2671232876712329,numeric,null,True,"74,99,211",270,0.0,369,240,400,260,candidate_visible_geometry
9,10,Z30,UPDRS,0.0013698630136986245,numeric,null,False,"219,220,222",172,1.4142135623730951,401,240,432,260,candidate_visible_geometry
9,11,Z30,SAA,-0.11917808219178083,numeric,null,True,"158,190,255",216,1.4142135623730951,433,240,464,260,candidate_visible_geometry
9,12,Z30,GFAP,-0.3,clipped_low,"[null, -0.3]",True,"59,76,192",282,3.605551275463989,465,240,496,260,candidate_visible_geometry
9,13,Z30,NFL,-0.2561643835616439,numeric,null,True,"80,107,218",266,1.0,497,240,528,260,candidate_visible_geometry
