series,x,value,pixel_x,pixel_y,uncertainty_value,confidence,value_status
CAN/USD,1976.33125,0.98608967,129,211.9325,0.0025862,0.8661,visible_trace_observed
CAN/USD,1976.4125,0.98820467,130,211.2839,0.00204359,0.979,visible_trace_observed
CAN/USD,1976.49375,0.98957098,131,210.8649,0.0020462,0.8848,visible_trace_observed
CAN/USD,1976.575,0.98767152,132,211.4474,0.0022412,0.8661,visible_trace_observed
CAN/USD,1976.65625,0.98871239,133,211.1282,0.00194087,0.9992,visible_trace_observed
CAN/USD,1976.7375,1.00856065,134,205.0414,0.00129522,0.9992,visible_trace_observed
CAN/USD,1976.81875,1.0197663,135,201.605,0.00201457,0.8661,visible_trace_observed
CAN/USD,1976.9,1.02717011,136,199.3345,0.0016712,0.9966,visible_trace_observed
CAN/USD,1976.98125,1.04377283,137,194.243,0.00142337,0.9924,visible_trace_observed
CAN/USD,1977.0625,1.05370837,138,191.1961,0.00248315,0.8661,visible_trace_observed
CAN/USD,1977.14375,1.05634543,139,190.3874,0.00280696,0.9924,visible_trace_observed
CAN/USD,1977.225,1.05923913,140,189.5,0.00211533,0.9992,visible_trace_observed
CAN/USD,1977.30625,1.06657022,141,187.2518,0.00209837,0.8848,visible_trace_observed
CAN/USD,1977.3875,1.07458772,142,184.7931,0.00196533,0.9992,visible_trace_observed
CAN/USD,1977.46875,1.08263717,143,182.3246,0.00219228,0.9185,visible_trace_observed
CAN/USD,1977.55,1.09200728,144,179.4511,0.00140054,0.9699,visible_trace_observed
CAN/USD,1977.63125,1.10675391,145,174.9288,0.00196533,0.979,visible_trace_observed
CAN/USD,1977.7125,1.10608022,146,175.1354,0.0019862,0.9865,visible_trace_observed
CAN/USD,1977.79375,1.10662967,147,174.9669,0.00198489,0.9022,visible_trace_observed
CAN/USD,1977.875,1.11225924,148,173.2405,0.00199141,0.9992,visible_trace_observed
CAN/USD,1977.95625,1.12405837,149,169.6221,0.00157076,0.9592,visible_trace_observed
CAN/USD,1978.0375,1.13455902,150,166.4019,0.0015962,0.9334,visible_trace_observed
CAN/USD,1978.11875,1.13300717,151,166.8778,0.00162489,0.9865,visible_trace_observed
CAN/USD,1978.2,1.12454554,152,169.4727,0.00214728,0.979,visible_trace_observed
CAN/USD,1978.28125,1.1274663,153,168.577,0.00218739,0.947,visible_trace_observed
CAN/USD,1978.3625,1.1377188,154,165.4329,0.001605,0.9966,visible_trace_observed
CAN/USD,1978.44375,1.15646391,155,159.6844,0.0012838,0.9865,visible_trace_observed
CAN/USD,1978.525,1.17229576,156,154.8293,0.00173576,0.9924,visible_trace_observed
CAN/USD,1978.60625,1.1785488,157,152.9117,0.00255717,0.9185,visible_trace_observed
CAN/USD,1978.6875,1.17973935,158,152.5466,0.00229272,0.8044,visible_trace_observed
CAN/USD,1978.76875,1.18540772,159,150.8083,0.00204913,1.0,visible_trace_observed
CAN/USD,1978.85,1.18967391,160,149.5,0.00221674,0.8465,visible_trace_observed
CAN/USD,1978.93125,1.1770188,161,153.3809,0.00128935,0.9699,visible_trace_observed
CAN/USD,1979.0125,1.16277761,162,157.7482,0.00145989,0.979,visible_trace_observed
CAN/USD,1979.09375,1.15804609,163,159.1992,0.00188576,0.9699,visible_trace_observed
CAN/USD,1979.175,1.16307272,164,157.6577,0.00180522,1.0,visible_trace_observed
CAN/USD,1979.25625,1.16642783,165,156.6288,0.00221739,0.979,visible_trace_observed
CAN/USD,1979.3375,1.1680912,166,156.1187,0.00251413,0.9992,visible_trace_observed
CAN/USD,1979.41875,1.16991957,167,155.558,0.00221967,0.9022,visible_trace_observed
CAN/USD,1979.5,1.17298707,168,154.6173,0.00216554,0.9334,visible_trace_observed
CAN/USD,1979.58125,1.17738272,169,153.2693,0.0024913,0.7117,visible_trace_observed
CAN/USD,1979.6625,1.17157837,170,155.0493,0.00226141,0.9966,visible_trace_observed
CAN/USD,1979.74375,1.16481859,171,157.1223,0.002025,0.8661,visible_trace_observed
CAN/USD,1979.825,1.16157728,172,158.1163,0.0019712,0.9992,visible_trace_observed
CAN/USD,1979.90625,1.17352543,173,154.4522,0.00165293,0.947,visible_trace_observed
CAN/USD,1979.9875,1.17810304,174,153.0484,0.00171489,0.8661,visible_trace_observed
CAN/USD,1980.06875,1.17062913,175,155.3404,0.0015137,0.9992,visible_trace_observed
CAN/USD,1980.15,1.15893435,176,158.9268,0.001935,0.9992,visible_trace_observed
CAN/USD,1980.23125,1.15660641,177,159.6407,0.00224674,0.947,visible_trace_observed
CAN/USD,1980.3125,1.1609525,178,158.3079,0.00223957,0.9334,visible_trace_observed
CAN/USD,1980.39375,1.16515348,179,157.0196,0.00241565,0.9699,visible_trace_observed
CAN/USD,1980.475,1.17870272,180,152.8645,0.00166826,0.8661,visible_trace_observed
CAN/USD,1980.55625,1.18573446,181,150.7081,0.00164674,0.9966,visible_trace_observed
CAN/USD,1980.6375,1.19260185,182,148.6021,0.00222033,0.947,visible_trace_observed
CAN/USD,1980.71875,1.19256859,183,148.6123,0.00221217,0.9699,visible_trace_observed
CAN/USD,1980.8,1.19452152,184,148.0134,0.0024675,0.9185,visible_trace_observed
CAN/USD,1980.88125,1.19288489,185,148.5153,0.00317609,0.7821,visible_trace_observed
CAN/USD,1980.9625,1.19416446,186,148.1229,0.0019937,0.9592,visible_trace_observed
CAN/USD,1981.04375,1.1979288,187,146.9685,0.00257087,0.9185,visible_trace_observed
CAN/USD,1981.125,1.20514902,188,144.7543,0.0023413,0.9992,visible_trace_observed
CAN/USD,1981.20625,1.21384511,189,142.0875,0.00167185,0.9966,visible_trace_observed
CAN/USD,1981.2875,1.21417348,190,141.9868,0.00164935,0.9966,visible_trace_observed
CAN/USD,1981.36875,1.20446913,191,144.9628,0.00190957,0.9699,visible_trace_observed
CAN/USD,1981.45,1.19618359,192,147.5037,0.00181793,0.8661,visible_trace_observed
CAN/USD,1981.53125,1.18928522,193,149.6192,0.00225359,0.9185,visible_trace_observed
CAN/USD,1981.6125,1.18920174,194,149.6448,0.00236772,0.9334,visible_trace_observed
CAN/USD,1981.69375,1.2011825,195,145.9707,0.00146511,0.947,visible_trace_observed
CAN/USD,1981.775,1.21110174,196,142.9288,0.0019213,0.9865,visible_trace_observed
CAN/USD,1981.85625,1.22051783,197,140.0412,0.00260772,0.8044,visible_trace_observed
CAN/USD,1981.9375,1.23009924,198,137.1029,0.0016487,0.9992,visible_trace_observed
CAN/USD,1982.01875,1.24819837,199,131.5525,0.00121859,0.9966,visible_trace_observed
CAN/USD,1982.1,1.25921978,200,128.1726,0.00152413,0.947,visible_trace_observed
CAN/USD,1982.18125,1.25388141,201,129.8097,0.00146609,0.8465,visible_trace_observed
CAN/USD,1982.2625,1.24162707,202,133.5677,0.0017338,0.9966,visible_trace_observed
CAN/USD,1982.34375,1.23224326,203,136.4454,0.0021287,1.0,visible_trace_observed
CAN/USD,1982.425,1.22686022,204,138.0962,0.00249098,0.9966,visible_trace_observed
CAN/USD,1982.50625,1.22918391,205,137.3836,0.00218511,1.0,visible_trace_observed
CAN/USD,1982.5875,1.23230489,206,136.4265,0.00224283,0.8848,visible_trace_observed
CAN/USD,1982.66875,1.22711065,207,138.0194,0.00238957,0.9992,visible_trace_observed
CAN/USD,1982.75,1.225475,208,138.521,0.00310793,0.8259,visible_trace_observed
CAN/USD,1982.83125,1.22825946,209,137.6671,0.00276489,0.979,visible_trace_observed
CAN/USD,1982.9125,1.22883011,210,137.4921,0.00320054,0.7592,visible_trace_observed
CAN/USD,1982.99375,1.22862402,211,137.5553,0.00304239,0.9185,visible_trace_observed
CAN/USD,1983.075,1.23043478,212,137.0,0.00463859,0.7117,visible_trace_observed
CAN/USD,1983.15625,1.23225761,213,136.441,0.00308022,0.9022,visible_trace_observed
CAN/USD,1983.2375,1.23224196,214,136.4458,0.00309685,0.8848,visible_trace_observed
CAN/USD,1983.31875,1.23155848,215,136.6554,0.00375522,0.7117,visible_trace_observed
CAN/USD,1983.4,1.23566196,216,135.397,0.0021512,0.9865,visible_trace_observed
CAN/USD,1983.48125,1.2407062,217,133.8501,0.00194935,0.9992,visible_trace_observed
CAN/USD,1983.5625,1.24499033,218,132.5363,0.0028963,0.979,visible_trace_observed
CAN/USD,1983.64375,1.25081228,219,130.7509,0.00180489,0.9699,visible_trace_observed
CAN/USD,1983.725,1.25769076,220,128.6415,0.00147913,0.9992,visible_trace_observed
CAN/USD,1983.80625,1.27292652,221,123.9692,0.00202304,0.947,visible_trace_observed
CAN/USD,1983.8875,1.28464739,222,120.3748,0.00165913,0.9185,visible_trace_observed
CAN/USD,1983.96875,1.29822696,223,116.2104,0.00155022,0.979,visible_trace_observed
CAN/USD,1984.05,1.30893402,224,112.9269,0.00170022,0.9334,visible_trace_observed
CAN/USD,1984.13125,1.3093788,225,112.7905,0.00168326,0.9992,visible_trace_observed
CAN/USD,1984.2125,1.30511685,226,114.0975,0.0019063,0.9699,visible_trace_observed
CAN/USD,1984.29375,1.31155641,227,112.1227,0.00253761,0.979,visible_trace_observed
CAN/USD,1984.375,1.3123175,228,111.8893,0.00255489,0.947,visible_trace_observed
CAN/USD,1984.45625,1.31356543,229,111.5066,0.00306457,0.8259,visible_trace_observed
CAN/USD,1984.5375,1.32260522,230,108.7344,0.00182739,0.9865,visible_trace_observed
CAN/USD,1984.61875,1.34350543,231,102.325,0.0011413,0.9865,visible_trace_observed
CAN/USD,1984.7,1.35992293,232,97.2903,0.00147815,0.9185,visible_trace_observed
CAN/USD,1984.78125,1.36277033,233,96.4171,0.00191609,0.7357,visible_trace_observed
CAN/USD,1984.8625,1.3611262,234,96.9213,0.00206185,0.8044,visible_trace_observed
CAN/USD,1984.94375,1.35762011,235,97.9965,0.00188413,1.0,visible_trace_observed
CAN/USD,1985.025,1.35019413,236,100.2738,0.00220435,0.7592,visible_trace_observed
CAN/USD,1985.10625,1.35201174,237,99.7164,0.00185478,0.9966,visible_trace_observed
CAN/USD,1985.1875,1.35565022,238,98.6006,0.0021587,0.9924,visible_trace_observed
CAN/USD,1985.26875,1.360955,239,96.9738,0.00243424,0.9699,visible_trace_observed
CAN/USD,1985.35,1.37201261,240,93.5828,0.00149837,0.979,visible_trace_observed
CAN/USD,1985.43125,1.38177337,241,90.5895,0.00149022,0.9924,visible_trace_observed
CAN/USD,1985.5125,1.39316946,242,87.0947,0.00249326,0.9924,visible_trace_observed
CAN/USD,1985.59375,1.39398663,243,86.8441,0.00265239,0.9022,visible_trace_observed
CAN/USD,1985.675,1.38855793,244,88.5089,0.00211793,0.9334,visible_trace_observed
CAN/USD,1985.75625,1.37950413,245,91.2854,0.00181793,0.9592,visible_trace_observed
CAN/USD,1985.8375,1.37338348,246,93.1624,0.00197511,0.8044,visible_trace_observed
CAN/USD,1985.91875,1.37511761,247,92.6306,0.00209837,0.9865,visible_trace_observed
CAN/USD,1986.0,1.37472761,248,92.7502,0.00227446,0.9992,visible_trace_observed
CAN/USD,1986.08125,1.37735815,249,91.9435,0.00251935,0.9185,visible_trace_observed
CAN/USD,1986.1625,1.37898467,250,91.4447,0.00304239,0.9185,visible_trace_observed
CAN/USD,1986.24375,1.37899413,251,91.4418,0.002985,0.9592,visible_trace_observed
CAN/USD,1986.325,1.3737875,252,93.0385,0.0025562,0.8259,visible_trace_observed
CAN/USD,1986.40625,1.35974815,253,97.3439,0.00138848,0.9865,visible_trace_observed
CAN/USD,1986.4875,1.34352109,254,102.3202,0.0014338,0.9966,visible_trace_observed
CAN/USD,1986.56875,1.32614783,255,107.648,0.00156228,0.9966,visible_trace_observed
CAN/USD,1986.65,1.31849522,256,109.9948,0.0019412,0.9699,visible_trace_observed
CAN/USD,1986.73125,1.32205902,257,108.9019,0.00175239,0.9992,visible_trace_observed
CAN/USD,1986.8125,1.32826087,258,107.0,0.00201098,0.8259,visible_trace_observed
CAN/USD,1986.89375,1.32490804,259,108.0282,0.00194576,0.9592,visible_trace_observed
CAN/USD,1986.975,1.31974935,260,109.6102,0.00280141,1.0,visible_trace_observed
CAN/USD,1987.05625,1.31313728,261,111.6379,0.00217467,0.9865,visible_trace_observed
CAN/USD,1987.1375,1.30794239,262,113.231,0.00201261,0.979,visible_trace_observed
CAN/USD,1987.21875,1.30649717,263,113.6742,0.00223924,0.9924,visible_trace_observed
CAN/USD,1987.3,1.30441902,264,114.3115,0.00186261,0.9022,visible_trace_observed
CAN/USD,1987.38125,1.29109283,265,118.3982,0.00136337,0.9699,visible_trace_observed
CAN/USD,1987.4625,1.27480609,266,123.3928,0.00181565,0.8848,visible_trace_observed
CAN/USD,1987.54375,1.25690196,267,128.8834,0.00142011,0.9992,visible_trace_observed
CAN/USD,1987.625,1.24391946,268,132.8647,0.00147391,0.9992,visible_trace_observed
CAN/USD,1987.70625,1.23372402,269,135.9913,0.0024137,0.9699,visible_trace_observed
CAN/USD,1987.7875,1.2249738,270,138.6747,0.00155283,0.9966,visible_trace_observed
CAN/USD,1987.86875,1.21586163,271,141.4691,0.00184402,0.8044,visible_trace_observed
CAN/USD,1987.95,1.21382946,272,142.0923,0.00195783,0.9865,visible_trace_observed
CAN/USD,1988.03125,1.21705217,273,141.104,0.00200641,0.9334,visible_trace_observed
CAN/USD,1988.1125,1.21435348,274,141.9316,0.00165163,0.9592,visible_trace_observed
CAN/USD,1988.19375,1.21078348,275,143.0264,0.00206054,0.7592,visible_trace_observed
CAN/USD,1988.275,1.20540957,276,144.6744,0.00158837,0.9022,visible_trace_observed
CAN/USD,1988.35625,1.19748043,277,147.106,0.00191478,0.9992,visible_trace_observed
CAN/USD,1988.4375,1.19070043,278,149.1852,0.00310109,0.7117,visible_trace_observed
CAN/USD,1988.51875,1.19110054,279,149.0625,0.00248707,0.9592,visible_trace_observed
CAN/USD,1988.6,1.19126424,280,149.0123,0.00245185,0.9334,visible_trace_observed
CAN/USD,1988.68125,1.19186261,281,148.8288,0.00277989,0.8044,visible_trace_observed
CAN/USD,1988.7625,1.19483326,282,147.9178,0.00252326,0.9334,visible_trace_observed
CAN/USD,1988.84375,1.19138587,283,148.975,0.00189359,0.9865,visible_trace_observed
CAN/USD,1988.925,1.18321022,284,151.4822,0.00213065,0.979,visible_trace_observed
CAN/USD,1989.00625,1.17898674,285,152.7774,0.00230283,0.9992,visible_trace_observed
CAN/USD,1989.0875,1.176665,286,153.4894,0.0021062,0.9865,visible_trace_observed
CAN/USD,1989.16875,1.16906261,287,155.8208,0.00231163,0.9966,visible_trace_observed
CAN/USD,1989.25,1.1664125,288,156.6335,0.0023625,0.7821,visible_trace_observed
CAN/USD,1989.33125,1.1783062,289,152.9861,0.0012688,0.9966,visible_trace_observed
CAN/USD,1989.4125,1.1859588,290,150.6393,0.00159359,0.9992,visible_trace_observed
CAN/USD,1989.49375,1.18190065,291,151.8838,0.00167446,0.9592,visible_trace_observed
CAN/USD,1989.575,1.17228565,292,154.8324,0.0017237,0.9592,visible_trace_observed
CAN/USD,1989.65625,1.17070739,293,155.3164,0.00237391,0.8044,visible_trace_observed
CAN/USD,1989.7375,1.17056848,294,155.359,0.00234391,0.8044,visible_trace_observed
CAN/USD,1989.81875,1.16193435,295,158.0068,0.00140217,0.9924,visible_trace_observed
CAN/USD,1989.9,1.15214065,296,161.0102,0.001995,0.8661,visible_trace_observed
CAN/USD,1989.98125,1.15582054,297,159.8817,0.00219098,0.947,visible_trace_observed
CAN/USD,1990.0625,1.1615812,298,158.1151,0.00250533,0.9924,visible_trace_observed
CAN/USD,1990.14375,1.16358696,299,157.5,0.00304467,0.8259,visible_trace_observed
CAN/USD,1990.225,1.16138783,300,158.1744,0.00258815,0.9865,visible_trace_observed
CAN/USD,1990.30625,1.15875272,301,158.9825,0.00244533,0.947,visible_trace_observed
CAN/USD,1990.3875,1.1568412,302,159.5687,0.00299641,0.9699,visible_trace_observed
CAN/USD,1990.46875,1.15681478,303,159.5768,0.00301761,0.9699,visible_trace_observed
CAN/USD,1990.55,1.15557728,304,159.9563,0.00241761,0.9992,visible_trace_observed
CAN/USD,1990.63125,1.15045478,305,161.5272,0.00308804,0.8465,visible_trace_observed
CAN/USD,1990.7125,1.14905359,306,161.9569,0.00243,0.9966,visible_trace_observed
CAN/USD,1990.79375,1.14885141,307,162.0189,0.00256924,0.8259,visible_trace_observed
CAN/USD,1990.875,1.14575946,308,162.9671,0.0024313,0.9699,visible_trace_observed
CAN/USD,1990.95625,1.13799174,309,165.3492,0.00229109,0.8661,visible_trace_observed
CAN/USD,1991.0375,1.13409141,310,166.5453,0.002265,0.8259,visible_trace_observed
CAN/USD,1991.11875,1.13835337,311,165.2383,0.00201946,0.9865,visible_trace_observed
CAN/USD,1991.2,1.14799935,312,162.2802,0.00180554,0.9992,visible_trace_observed
CAN/USD,1991.28125,1.1661813,313,156.7044,0.0012913,0.9992,visible_trace_observed
CAN/USD,1991.3625,1.17872228,314,152.8585,0.00165033,0.947,visible_trace_observed
CAN/USD,1991.44375,1.18897674,315,149.7138,0.00226957,0.9865,visible_trace_observed
CAN/USD,1991.525,1.19231685,316,148.6895,0.00210946,0.8848,visible_trace_observed
CAN/USD,1991.60625,1.19450033,317,148.0199,0.00259435,0.8044,visible_trace_observed
CAN/USD,1991.6875,1.19432946,318,148.0723,0.00307337,0.7117,visible_trace_observed
CAN/USD,1991.76875,1.19269967,319,148.5721,0.00243946,0.7357,visible_trace_observed
CAN/USD,1991.85,1.20028804,320,146.245,0.00150391,0.9592,visible_trace_observed
CAN/USD,1991.93125,1.22158348,321,139.7144,0.00124924,0.9924,visible_trace_observed
CAN/USD,1992.0125,1.2434362,322,133.0129,0.00117033,1.0,visible_trace_observed
CAN/USD,1992.09375,1.26023033,323,127.8627,0.0019588,0.979,visible_trace_observed
CAN/USD,1992.175,1.26805054,324,125.4645,0.00215315,0.947,visible_trace_observed
CAN/USD,1992.25625,1.26407326,325,126.6842,0.00176707,0.9699,visible_trace_observed
CAN/USD,1992.3375,1.25574174,326,129.2392,0.00184924,0.947,visible_trace_observed
CAN/USD,1992.41875,1.25093457,327,130.7134,0.00187761,0.9334,visible_trace_observed
CAN/USD,1992.5,1.2585813,328,128.3684,0.00156391,0.9992,visible_trace_observed
CAN/USD,1992.58125,1.26922413,329,125.1046,0.00194446,0.9699,visible_trace_observed
CAN/USD,1992.6625,1.2770525,330,122.7039,0.00273457,0.9592,visible_trace_observed
CAN/USD,1992.74375,1.29288239,331,117.8494,0.00131543,0.9966,visible_trace_observed
CAN/USD,1992.825,1.30563011,332,113.9401,0.00156098,0.9966,visible_trace_observed
CAN/USD,1992.90625,1.3149937,333,111.0686,0.00245641,1.0,visible_trace_observed
CAN/USD,1992.9875,1.31618326,334,110.7038,0.00239511,0.8044,visible_trace_observed
CAN/USD,1993.06875,1.31891946,335,109.8647,0.00200315,0.9699,visible_trace_observed
CAN/USD,1993.15,1.31883924,336,109.8893,0.00200283,0.947,visible_trace_observed
CAN/USD,1993.23125,1.32875815,337,106.8475,0.0012512,0.9924,visible_trace_observed
CAN/USD,1993.3125,1.34590478,338,101.5892,0.00130761,0.9966,visible_trace_observed
CAN/USD,1993.39375,1.36612902,339,95.3871,0.00177293,0.9992,visible_trace_observed
CAN/USD,1993.475,1.3709375,340,93.9125,0.00277728,0.7357,visible_trace_observed
CAN/USD,1993.55625,1.37202467,341,93.5791,0.00300946,0.979,visible_trace_observed
CAN/USD,1993.6375,1.37300587,342,93.2782,0.00394076,0.7117,visible_trace_observed
CAN/USD,1993.71875,1.3649375,343,95.7525,0.00165848,1.0,visible_trace_observed
CAN/USD,1993.8,1.35736413,344,98.075,0.00146804,0.9865,visible_trace_observed
CAN/USD,1993.88125,1.34984783,345,100.38,0.00222457,0.9592,visible_trace_observed
CAN/USD,1993.9625,1.35752228,346,98.0265,0.00143576,0.9992,visible_trace_observed
CAN/USD,1994.04375,1.37137967,347,93.7769,0.00128902,0.9966,visible_trace_observed
CAN/USD,1994.125,1.39224239,348,87.379,0.00162489,0.9699,visible_trace_observed
CAN/USD,1994.20625,1.39539924,349,86.4109,0.00179967,0.9865,visible_trace_observed
CAN/USD,1994.2875,1.39099152,350,87.7626,0.00200609,0.8259,visible_trace_observed
CAN/USD,1994.36875,1.37826337,351,91.6659,0.0013963,0.9592,visible_trace_observed
CAN/USD,1994.45,1.36406457,352,96.0202,0.0017175,0.8259,visible_trace_observed
CAN/USD,1994.53125,1.36277033,353,96.4171,0.00183196,0.9334,visible_trace_observed
CAN/USD,1994.6125,1.35960043,354,97.3892,0.00191804,0.9022,visible_trace_observed
CAN/USD,1994.69375,1.35089522,355,100.0588,0.00192326,0.9865,visible_trace_observed
CAN/USD,1994.775,1.34418011,356,102.1181,0.00252978,0.9699,visible_trace_observed
CAN/USD,1994.85625,1.34123228,357,103.0221,0.00243946,0.9592,visible_trace_observed
CAN/USD,1994.9375,1.34764283,358,101.0562,0.00159685,0.9924,visible_trace_observed
CAN/USD,1995.01875,1.3538225,359,99.1611,0.00194902,0.9592,visible_trace_observed
CAN/USD,1995.1,1.36069576,360,97.0533,0.00254967,0.8848,visible_trace_observed
CAN/USD,1995.18125,1.36261837,361,96.4637,0.00220435,0.9022,visible_trace_observed
CAN/USD,1995.2625,1.35943087,362,97.4412,0.00216163,0.9592,visible_trace_observed
CAN/USD,1995.34375,1.35526641,363,98.7183,0.00235761,0.8661,visible_trace_observed
CAN/USD,1995.425,1.35559446,364,98.6177,0.00217826,0.9966,visible_trace_observed
CAN/USD,1995.50625,1.35746815,365,98.0431,0.00253728,0.8848,visible_trace_observed
CAN/USD,1995.5875,1.35981239,366,97.3242,0.00274207,0.9924,visible_trace_observed
CAN/USD,1995.66875,1.36123935,367,96.8866,0.00279457,0.7357,visible_trace_observed
CAN/USD,1995.75,1.35422033,368,99.0391,0.00162457,0.9992,visible_trace_observed
CAN/USD,1995.83125,1.34383348,369,102.2244,0.001695,0.9992,visible_trace_observed
CAN/USD,1995.9125,1.34178337,370,102.8531,0.00170022,0.979,visible_trace_observed
CAN/USD,1995.99375,1.34437804,371,102.0574,0.00169989,0.9334,visible_trace_observed
CAN/USD,1996.075,1.34612163,372,101.5227,0.00226402,0.8044,visible_trace_observed
CAN/USD,1996.15625,1.35368587,373,99.203,0.00164641,1.0,visible_trace_observed
CAN/USD,1996.2375,1.36798348,374,94.8184,0.0013262,0.9924,visible_trace_observed
CAN/USD,1996.31875,1.376915,375,92.0794,0.00201913,0.8848,visible_trace_observed
CAN/USD,1996.4,1.37455054,376,92.8045,0.00237293,0.8848,visible_trace_observed
CAN/USD,1996.48125,1.37107772,377,93.8695,0.00284739,0.7117,visible_trace_observed
CAN/USD,1996.5625,1.37317217,378,93.2272,0.00216848,0.8465,visible_trace_observed
CAN/USD,1996.64375,1.37865337,379,91.5463,0.00215576,0.9865,visible_trace_observed
CAN/USD,1996.725,1.38082185,380,90.8813,0.00251413,0.9992,visible_trace_observed
CAN/USD,1996.80625,1.38718413,381,88.9302,0.00165326,0.9022,visible_trace_observed
CAN/USD,1996.8875,1.40139174,382,84.5732,0.00140283,0.979,visible_trace_observed
CAN/USD,1996.96875,1.41784739,383,79.5268,0.00153913,0.979,visible_trace_observed
CAN/USD,1997.05,1.42288707,384,77.9813,0.00204065,0.7821,visible_trace_observed
CAN/USD,1997.13125,1.41630011,385,80.0013,0.00161022,0.9865,visible_trace_observed
CAN/USD,1997.2125,1.41460152,386,80.5222,0.00183685,0.8661,visible_trace_observed
CAN/USD,1997.29375,1.42205946,387,78.2351,0.00182446,0.9992,visible_trace_observed
CAN/USD,1997.375,1.44047033,388,72.5891,0.00135554,1.0,visible_trace_observed
CAN/USD,1997.45625,1.46013272,389,66.5593,0.00118826,1.0,visible_trace_observed
CAN/USD,1997.5375,1.48999576,390,57.4013,0.0011413,0.9966,visible_trace_observed
CAN/USD,1997.61875,1.5077,391,51.972,0.00150163,0.9924,visible_trace_observed
CAN/USD,1997.7,1.51617761,392,49.3722,0.00154141,0.9334,visible_trace_observed
CAN/USD,1997.78125,1.52356185,393,47.1077,0.00250174,0.9992,visible_trace_observed
