kind,series,category,x,value,pixel_x,pixel_y,radius,fill,confidence,value_status,candidate_value,pixel_uncertainty,value_uncertainty,x2,y2,stroke,stroke_width,shape
point,Spontaneous curvature,visible curve marker,82.5,3.394375,883.493184,360.0,7,#fb8177,0.990714,candidate_marker_centre_global_path_v0.2.0,3.394375,1.068593,0.00133574,,,,,circle
point,Spontaneous curvature,visible curve marker,85.0,3.400625,905.711598,355.0,7,#fb8177,0.990714,candidate_marker_centre_global_path_v0.2.0,3.400625,1.162637,0.0014533,,,,,circle
point,Spontaneous curvature,visible curve marker,87.5,3.409375,927.930012,348.0,7,#fb8177,0.944732,candidate_marker_centre_global_path_v0.2.0,3.409375,1.154701,0.00144338,,,,,circle
point,Spontaneous curvature,visible curve marker,90.0,3.420625,950.148426,339.0,7,#fb8177,0.948957,candidate_marker_centre_global_path_v0.2.0,3.420625,1.179013,0.00147377,,,,,circle
point,Spontaneous curvature,visible curve marker,92.5,3.434375,972.36684,328.0,7,#fb8177,0.981429,candidate_marker_centre_global_path_v0.2.0,3.434375,1.162637,0.0014533,,,,,circle
point,Spontaneous curvature,visible curve marker,95.0,3.450625,994.585254,315.0,7,#fb8177,0.990554,candidate_marker_centre_global_path_v0.2.0,3.450625,1.468576,0.00183572,,,,,circle
point,Spontaneous curvature,visible curve marker,97.5,3.469375,1016.803668,300.0,7,#fb8177,0.991845,candidate_marker_centre_global_path_v0.2.0,3.469375,1.310556,0.0016382,,,,,circle
point,Spontaneous curvature,visible curve marker,100.0,3.491875,1039.022082,282.0,7,#fb8177,0.986055,candidate_marker_centre_global_path_v0.2.0,3.491875,1.496767,0.00187096,,,,,circle
point,Spontaneous curvature,visible curve marker,102.5,3.516875,1061.240496,262.0,7,#fb8177,0.971593,candidate_marker_centre_global_path_v0.2.0,3.516875,1.59099,0.00198874,,,,,circle
point,Spontaneous curvature,visible curve marker,105.0,3.543125,1083.45891,241.0,7,#fb8177,0.972143,candidate_marker_centre_global_path_v0.2.0,3.543125,1.242299,0.00155287,,,,,circle
point,Spontaneous curvature,visible curve marker,107.5,3.568125,1105.677324,221.0,7,#fb8177,0.913988,candidate_marker_centre_global_path_v0.2.0,3.568125,1.713172,0.00214147,,,,,circle
point,Spontaneous curvature,visible curve marker,110.0,3.596875,1127.895738,198.0,7,#fb8177,0.954045,candidate_marker_centre_global_path_v0.2.0,3.596875,1.571651,0.00196456,,,,,circle
point,Spontaneous curvature,visible curve marker,112.5,3.629375,1150.114152,172.0,7,#fb8177,0.951197,candidate_marker_centre_global_path_v0.2.0,3.629375,1.485563,0.00185695,,,,,circle
point,Spontaneous curvature,visible curve marker,115.0,3.668125,1172.332566,141.0,7,#fb8177,0.947607,candidate_marker_centre_global_path_v0.2.0,3.668125,1.423737,0.00177967,,,,,circle
point,Spontaneous curvature,visible curve marker,117.5,3.644375,1194.55098,160.0,7,#fb8177,0.944544,candidate_marker_centre_global_path_v0.2.0,3.644375,1.717259,0.00214657,,,,,circle
point,Spontaneous curvature,visible curve marker,120.0,3.60875,1216.769394,188.5,7,#fb8177,0.943022,candidate_marker_centre_global_path_v0.2.0,3.60875,1.459601,0.0018245,,,,,circle
point,Spontaneous curvature,visible curve marker,122.5,3.579375,1238.987808,212.0,7,#fb8177,0.948674,candidate_marker_centre_global_path_v0.2.0,3.579375,1.523019,0.00190377,,,,,circle
point,Spontaneous curvature,visible curve marker,125.0,3.553125,1261.206222,233.0,7,#fb8177,0.962406,candidate_marker_centre_global_path_v0.2.0,3.553125,1.646464,0.00205808,,,,,circle
point,Spontaneous curvature,visible curve marker,127.5,3.526875,1283.424636,254.0,7,#fb8177,0.914605,candidate_marker_centre_global_path_v0.2.0,3.526875,2.0,0.0025,,,,,circle
point,Spontaneous curvature,visible curve marker,130.0,3.501875,1305.64305,274.0,7,#fb8177,0.905589,candidate_marker_centre_global_path_v0.2.0,3.501875,1.625,0.00203125,,,,,circle
point,Spontaneous curvature,visible curve marker,132.5,3.475625,1327.861464,295.0,7,#fb8177,0.865903,candidate_marker_centre_global_path_v0.2.0,3.475625,2.0,0.0025,,,,,circle
point,Spontaneous curvature,visible curve marker,135.0,3.455625,1350.079878,311.0,7,#fb8177,0.878529,candidate_marker_centre_global_path_v0.2.0,3.455625,2.0,0.0025,,,,,circle
point,Spontaneous curvature,visible curve marker,137.5,3.439375,1372.298292,324.0,7,#fb8177,0.949857,candidate_marker_centre_global_path_v0.2.0,3.439375,1.763834,0.00220479,,,,,circle
line,Spontaneous curvature,visible marker connection,0.0,visible path between extracted markers,150.285522,335.0,,none,,connection_of_authorized_visible_markers,,,,172.503936,344.5,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,2.5,visible path between extracted markers,172.503936,344.5,,none,,connection_of_authorized_visible_markers,,,,194.72235,352.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,5.0,visible path between extracted markers,194.72235,352.0,,none,,connection_of_authorized_visible_markers,,,,216.940764,358.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,7.5,visible path between extracted markers,216.940764,358.0,,none,,connection_of_authorized_visible_markers,,,,239.159178,362.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,10.0,visible path between extracted markers,239.159178,362.0,,none,,connection_of_authorized_visible_markers,,,,261.377592,366.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,12.5,visible path between extracted markers,261.377592,366.0,,none,,connection_of_authorized_visible_markers,,,,283.596006,369.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,15.0,visible path between extracted markers,283.596006,369.0,,none,,connection_of_authorized_visible_markers,,,,305.81442,371.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,17.5,visible path between extracted markers,305.81442,371.0,,none,,connection_of_authorized_visible_markers,,,,328.032834,373.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,20.0,visible path between extracted markers,328.032834,373.0,,none,,connection_of_authorized_visible_markers,,,,350.251248,375.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,22.5,visible path between extracted markers,350.251248,375.0,,none,,connection_of_authorized_visible_markers,,,,372.469662,377.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,25.0,visible path between extracted markers,372.469662,377.0,,none,,connection_of_authorized_visible_markers,,,,394.688076,379.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,27.5,visible path between extracted markers,394.688076,379.0,,none,,connection_of_authorized_visible_markers,,,,416.90649,381.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,30.0,visible path between extracted markers,416.90649,381.0,,none,,connection_of_authorized_visible_markers,,,,439.124904,383.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,32.5,visible path between extracted markers,439.124904,383.0,,none,,connection_of_authorized_visible_markers,,,,461.343318,384.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,35.0,visible path between extracted markers,461.343318,384.0,,none,,connection_of_authorized_visible_markers,,,,483.561732,386.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,37.5,visible path between extracted markers,483.561732,386.0,,none,,connection_of_authorized_visible_markers,,,,505.780146,387.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,40.0,visible path between extracted markers,505.780146,387.0,,none,,connection_of_authorized_visible_markers,,,,527.99856,387.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,42.5,visible path between extracted markers,527.99856,387.0,,none,,connection_of_authorized_visible_markers,,,,550.216974,387.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,45.0,visible path between extracted markers,550.216974,387.0,,none,,connection_of_authorized_visible_markers,,,,572.435388,387.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,47.5,visible path between extracted markers,572.435388,387.0,,none,,connection_of_authorized_visible_markers,,,,594.653802,387.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,50.0,visible path between extracted markers,594.653802,387.0,,none,,connection_of_authorized_visible_markers,,,,616.872216,386.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,52.5,visible path between extracted markers,616.872216,386.0,,none,,connection_of_authorized_visible_markers,,,,639.09063,385.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,55.0,visible path between extracted markers,639.09063,385.0,,none,,connection_of_authorized_visible_markers,,,,661.309044,383.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,57.5,visible path between extracted markers,661.309044,383.0,,none,,connection_of_authorized_visible_markers,,,,683.527458,382.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,60.0,visible path between extracted markers,683.527458,382.0,,none,,connection_of_authorized_visible_markers,,,,705.745872,380.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,62.5,visible path between extracted markers,705.745872,380.0,,none,,connection_of_authorized_visible_markers,,,,727.964286,378.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,65.0,visible path between extracted markers,727.964286,378.0,,none,,connection_of_authorized_visible_markers,,,,750.1827,376.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,67.5,visible path between extracted markers,750.1827,376.0,,none,,connection_of_authorized_visible_markers,,,,772.401114,374.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,70.0,visible path between extracted markers,772.401114,374.0,,none,,connection_of_authorized_visible_markers,,,,794.619528,372.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,72.5,visible path between extracted markers,794.619528,372.0,,none,,connection_of_authorized_visible_markers,,,,816.837942,370.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,75.0,visible path between extracted markers,816.837942,370.0,,none,,connection_of_authorized_visible_markers,,,,839.056356,367.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,77.5,visible path between extracted markers,839.056356,367.0,,none,,connection_of_authorized_visible_markers,,,,861.27477,364.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,80.0,visible path between extracted markers,861.27477,364.0,,none,,connection_of_authorized_visible_markers,,,,883.493184,360.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,82.5,visible path between extracted markers,883.493184,360.0,,none,,connection_of_authorized_visible_markers,,,,905.711598,355.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,85.0,visible path between extracted markers,905.711598,355.0,,none,,connection_of_authorized_visible_markers,,,,927.930012,348.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,87.5,visible path between extracted markers,927.930012,348.0,,none,,connection_of_authorized_visible_markers,,,,950.148426,339.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,90.0,visible path between extracted markers,950.148426,339.0,,none,,connection_of_authorized_visible_markers,,,,972.36684,328.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,92.5,visible path between extracted markers,972.36684,328.0,,none,,connection_of_authorized_visible_markers,,,,994.585254,315.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,95.0,visible path between extracted markers,994.585254,315.0,,none,,connection_of_authorized_visible_markers,,,,1016.803668,300.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,97.5,visible path between extracted markers,1016.803668,300.0,,none,,connection_of_authorized_visible_markers,,,,1039.022082,282.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,100.0,visible path between extracted markers,1039.022082,282.0,,none,,connection_of_authorized_visible_markers,,,,1061.240496,262.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,102.5,visible path between extracted markers,1061.240496,262.0,,none,,connection_of_authorized_visible_markers,,,,1083.45891,241.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,105.0,visible path between extracted markers,1083.45891,241.0,,none,,connection_of_authorized_visible_markers,,,,1105.677324,221.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,107.5,visible path between extracted markers,1105.677324,221.0,,none,,connection_of_authorized_visible_markers,,,,1127.895738,198.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,110.0,visible path between extracted markers,1127.895738,198.0,,none,,connection_of_authorized_visible_markers,,,,1150.114152,172.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,112.5,visible path between extracted markers,1150.114152,172.0,,none,,connection_of_authorized_visible_markers,,,,1172.332566,141.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,115.0,visible path between extracted markers,1172.332566,141.0,,none,,connection_of_authorized_visible_markers,,,,1194.55098,160.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,117.5,visible path between extracted markers,1194.55098,160.0,,none,,connection_of_authorized_visible_markers,,,,1216.769394,188.5,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,120.0,visible path between extracted markers,1216.769394,188.5,,none,,connection_of_authorized_visible_markers,,,,1238.987808,212.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,122.5,visible path between extracted markers,1238.987808,212.0,,none,,connection_of_authorized_visible_markers,,,,1261.206222,233.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,125.0,visible path between extracted markers,1261.206222,233.0,,none,,connection_of_authorized_visible_markers,,,,1283.424636,254.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,127.5,visible path between extracted markers,1283.424636,254.0,,none,,connection_of_authorized_visible_markers,,,,1305.64305,274.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,130.0,visible path between extracted markers,1305.64305,274.0,,none,,connection_of_authorized_visible_markers,,,,1327.861464,295.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,132.5,visible path between extracted markers,1327.861464,295.0,,none,,connection_of_authorized_visible_markers,,,,1350.079878,311.0,#fb8177,2,line
line,Spontaneous curvature,visible marker connection,135.0,visible path between extracted markers,1350.079878,311.0,,none,,connection_of_authorized_visible_markers,,,,1372.298292,324.0,#fb8177,2,line
point,Surface reconstruction,visible curve marker,0.0,3.50711603,150.285522,630.0,7,#2ba3ca,0.971042,candidate_marker_centre_global_path_v0.2.0,3.50711603,1.192079,0.00155981,,,,,circle
point,Surface reconstruction,visible curve marker,2.5,3.48589279,172.503936,647.0,7,#2ba3ca,0.931,candidate_marker_centre_global_path_v0.2.0,3.48589279,1.278019,0.00166249,,,,,circle
point,Surface reconstruction,visible curve marker,5.0,3.46966325,194.72235,660.0,7,#2ba3ca,0.931,candidate_marker_centre_global_path_v0.2.0,3.46966325,1.262337,0.00164371,,,,,circle
point,Surface reconstruction,visible curve marker,7.5,3.45343372,216.940764,673.0,7,#2ba3ca,0.962857,candidate_marker_centre_global_path_v0.2.0,3.45343372,1.262337,0.00164371,,,,,circle
point,Surface reconstruction,visible curve marker,10.0,3.43720418,239.159178,686.0,7,#2ba3ca,0.972143,candidate_marker_centre_global_path_v0.2.0,3.43720418,1.252198,0.00163157,,,,,circle
point,Surface reconstruction,visible curve marker,12.5,3.4234715,261.377592,697.0,7,#2ba3ca,0.939979,candidate_marker_centre_global_path_v0.2.0,3.4234715,1.262337,0.00164371,,,,,circle
point,Surface reconstruction,visible curve marker,15.0,3.41098724,283.596006,707.0,7,#2ba3ca,0.939979,candidate_marker_centre_global_path_v0.2.0,3.41098724,1.204928,0.00157512,,,,,circle
point,Surface reconstruction,visible curve marker,17.5,3.39975141,305.81442,716.0,7,#2ba3ca,0.939979,candidate_marker_centre_global_path_v0.2.0,3.39975141,1.223186,0.0015969,,,,,circle
point,Surface reconstruction,visible curve marker,20.0,3.389764,328.032834,724.0,7,#2ba3ca,0.957245,candidate_marker_centre_global_path_v0.2.0,3.389764,1.106633,0.00145838,,,,,circle
point,Surface reconstruction,visible curve marker,22.5,3.38227344,350.251248,730.0,7,#2ba3ca,0.948957,candidate_marker_centre_global_path_v0.2.0,3.38227344,1.191759,0.00155943,,,,,circle
point,Surface reconstruction,visible curve marker,25.0,3.37478289,372.469662,736.0,7,#2ba3ca,0.957245,candidate_marker_centre_global_path_v0.2.0,3.37478289,1.114741,0.00146797,,,,,circle
point,Surface reconstruction,visible curve marker,27.5,3.36854076,394.688076,741.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.36854076,1.146925,0.00150612,,,,,circle
point,Surface reconstruction,visible curve marker,30.0,3.36479548,416.90649,744.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.36479548,1.154701,0.00151535,,,,,circle
point,Surface reconstruction,visible curve marker,32.5,3.35980178,439.124904,748.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.35980178,1.146925,0.00150612,,,,,circle
point,Surface reconstruction,visible curve marker,35.0,3.3560565,461.343318,751.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.3560565,1.143095,0.00150158,,,,,circle
point,Surface reconstruction,visible curve marker,37.5,3.35231122,483.561732,754.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.35231122,1.13555,0.00149263,,,,,circle
point,Surface reconstruction,visible curve marker,40.0,3.34981437,505.780146,756.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.34981437,1.131833,0.00148822,,,,,circle
point,Surface reconstruction,visible curve marker,42.5,3.34856595,527.99856,757.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.34856595,1.124507,0.00147954,,,,,circle
point,Surface reconstruction,visible curve marker,45.0,3.34731752,550.216974,758.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.34731752,1.050988,0.00139275,,,,,circle
point,Surface reconstruction,visible curve marker,47.5,3.34731752,572.435388,758.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.34731752,1.128152,0.00148386,,,,,circle
point,Surface reconstruction,visible curve marker,50.0,3.34856595,594.653802,757.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.34856595,1.131833,0.00148822,,,,,circle
point,Surface reconstruction,visible curve marker,52.5,3.3510628,616.872216,755.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.3510628,1.131833,0.00148822,,,,,circle
point,Surface reconstruction,visible curve marker,55.0,3.35480808,639.09063,752.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.35480808,1.131833,0.00148822,,,,,circle
point,Surface reconstruction,visible curve marker,57.5,3.35855335,661.309044,749.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.35855335,1.128152,0.00148386,,,,,circle
point,Surface reconstruction,visible curve marker,60.0,3.36229863,683.527458,746.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.36229863,1.04757,0.00138873,,,,,circle
point,Surface reconstruction,visible curve marker,62.5,3.36729233,705.745872,742.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.36729233,1.124507,0.00147954,,,,,circle
point,Surface reconstruction,visible curve marker,65.0,3.37228604,727.964286,738.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.37228604,1.120897,0.00147526,,,,,circle
point,Surface reconstruction,visible curve marker,67.5,3.37852817,750.1827,733.0,7,#2ba3ca,0.957935,candidate_marker_centre_global_path_v0.2.0,3.37852817,1.054439,0.00139681,,,,,circle
point,Surface reconstruction,visible curve marker,70.0,3.38601872,772.401114,727.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.38601872,1.128152,0.00148386,,,,,circle
point,Surface reconstruction,visible curve marker,72.5,3.3947577,794.619528,720.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.3947577,1.131833,0.00148822,,,,,circle
point,Surface reconstruction,visible curve marker,75.0,3.40599353,816.837942,711.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.40599353,1.128152,0.00148386,,,,,circle
point,Surface reconstruction,visible curve marker,77.5,3.41847779,839.056356,701.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.41847779,1.124507,0.00147954,,,,,circle
point,Surface reconstruction,visible curve marker,80.0,3.43221048,861.27477,690.0,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.43221048,1.124507,0.00147954,,,,,circle
point,Surface reconstruction,visible curve marker,82.5,3.44656737,883.493184,678.5,7,#2ba3ca,0.966914,candidate_marker_centre_global_path_v0.2.0,3.44656737,1.128152,0.00148386,,,,,circle
point,Surface reconstruction,visible curve marker,85.0,3.4621727,905.711598,666.0,7,#2ba3ca,0.948957,candidate_marker_centre_global_path_v0.2.0,3.4621727,1.179013,0.00154425,,,,,circle
point,Surface reconstruction,visible curve marker,87.5,3.47840223,927.930012,653.0,7,#2ba3ca,0.948957,candidate_marker_centre_global_path_v0.2.0,3.47840223,1.166667,0.00152957,,,,,circle
point,Surface reconstruction,visible curve marker,90.0,3.49588019,950.148426,639.0,7,#2ba3ca,0.957245,candidate_marker_centre_global_path_v0.2.0,3.49588019,1.102646,0.00145367,,,,,circle
point,Surface reconstruction,visible curve marker,92.5,3.51335816,972.36684,625.0,7,#2ba3ca,0.948957,candidate_marker_centre_global_path_v0.2.0,3.51335816,1.187465,0.00155431,,,,,circle
point,Surface reconstruction,visible curve marker,95.0,3.53208454,994.585254,610.0,7,#2ba3ca,0.947576,candidate_marker_centre_global_path_v0.2.0,3.53208454,1.144586,0.00150334,,,,,circle
point,Surface reconstruction,visible curve marker,97.5,3.54956251,1016.803668,596.0,7,#2ba3ca,0.939979,candidate_marker_centre_global_path_v0.2.0,3.54956251,1.237437,0.00161393,,,,,circle
point,Surface reconstruction,visible curve marker,100.0,3.56828889,1039.022082,581.0,7,#2ba3ca,0.939979,candidate_marker_centre_global_path_v0.2.0,3.56828889,1.288804,0.00167541,,,,,circle
